field,field_category,journal_name,issn,issn_alt,publisher,sjr_rank,sjr_score,areas
Operations Research & Decision Science,Management Science and Operations Research,Manufacturing and Service Operations Management,1526-5498,1523-4614,INFORMS Institute for Operations Research and the Management Sciences,346,4.486,"Business, Management and Accounting; Decision Sciences"
Operations Research & Decision Science,Decision Sciences (miscellaneous),International Journal of Management Reviews,1460-8545,1468-2370,Wiley-Blackwell Publishing Ltd,408,4.054,"Business, Management and Accounting; Decision Sciences"
Operations Research & Decision Science,Decision Sciences (miscellaneous),Structural Equation Modeling,1532-8007,1070-5511,Psychology Press Ltd,603,3.321,"Decision Sciences; Economics, Econometrics and Finance; Mathematics; Social Sciences"
Operations Research & Decision Science,Decision Sciences (miscellaneous),International Journal of Operations and Production Management,1758-6593,0144-3577,Emerald Group Publishing Ltd.,776,2.876,"Business, Management and Accounting; Decision Sciences"
Operations Research & Decision Science,Information Systems and Management,Omega (United Kingdom),0305-0483,,Elsevier B.V.,1102,2.308,"Business, Management and Accounting; Decision Sciences"
Operations Research & Decision Science,Decision Sciences (miscellaneous),Ecological Indicators,1470-160X,,Elsevier B.V.,1496,1.959,Agricultural and Biological Sciences; Decision Sciences; Environmental Science
Operations Research & Decision Science,Decision Sciences (miscellaneous),Journal of Enterprise Information Management,1741-0398,,Emerald Publishing,1974,1.675,"Business, Management and Accounting; Computer Science; Decision Sciences; Social Sciences"
Operations Research & Decision Science,Decision Sciences (miscellaneous),Management Learning,1461-7307,1350-5076,SAGE Publications Ltd,1984,1.672,"Business, Management and Accounting; Decision Sciences"
Operations Research & Decision Science,Decision Sciences (miscellaneous),Patterns,2666-3899,,Cell Press,2313,1.527,Decision Sciences
Operations Research & Decision Science,Decision Sciences (miscellaneous),Journal of Sport Management,1543-270X,0888-4773,Human Kinetics Publishers Inc.,2879,1.352,"Business, Management and Accounting; Decision Sciences; Health Professions; Medicine"
Operations Research & Decision Science,Decision Sciences (miscellaneous),Frontiers of Engineering Management,2095-7513,2096-0255,Higher Education Press Limited Company,3081,1.301,Decision Sciences
Operations Research & Decision Science,Information Systems and Management,Journal of Responsible Innovation,2329-9460,2329-9037,Taylor and Francis Ltd.,3811,1.153,"Business, Management and Accounting; Decision Sciences"
Ophthalmology,Ophthalmology,Progress in Retinal and Eye Research,1350-9462,1873-1635,Elsevier Ltd,219,5.838,Medicine; Neuroscience
Ophthalmology,Ophthalmology,Ophthalmology,1549-4713,0161-6420,Elsevier Inc.,332,4.552,Medicine
Ophthalmology,Ophthalmology,JAMA Ophthalmology,2168-6173,2168-6165,American Medical Association,1121,2.288,Medicine
Ophthalmology,Ophthalmology,American Journal of Ophthalmology,0002-9394,1879-1891,Elsevier Inc.,1309,2.103,Medicine
Ophthalmology,Ophthalmology,Survey of Ophthalmology,0039-6257,1879-3304,Elsevier Inc.,1360,2.059,Medicine
Ophthalmology,Ophthalmology,Ophthalmology Retina,2468-6530,,Elsevier Inc.,1460,1.982,Medicine
Ophthalmology,Ophthalmology,Ophthalmology Science,2666-9145,,Elsevier Inc.,1571,1.91,Medicine
Ophthalmology,Ophthalmology,Ocular Surface,1937-5913,1542-0124,Elsevier Inc.,1715,1.82,Medicine
Ophthalmology,Ophthalmology,Journal of Cataract and Refractive Surgery,1873-4502,0886-3350,Wolters Kluwer Health,2611,1.425,Medicine; Neuroscience
Ophthalmology,Ophthalmology,Investigative Ophthalmology and Visual Science,0146-0404,1552-5783,Association for Research in Vision and Ophthalmology Inc.,2788,1.376,Medicine; Neuroscience
Ophthalmology,Ophthalmology,Ophthalmology Glaucoma,2589-4196,2589-4234,American Academy of Ophthalmology,2802,1.372,Medicine
Ophthalmology,Ophthalmology,Ophthalmology and Therapy,2193-6528,2193-8245,Springer London,3623,1.187,Medicine
Ophthalmology,Ophthalmology,Journal of Refractive Surgery,1938-2391,1081-597X,Slack Incorporated,3644,1.183,Medicine
Ophthalmology,Ophthalmology,Therapeutic Advances in Ophthalmology,2515-8414,,SAGE Publications Ltd,4757,1.009,Medicine
Ophthalmology,Ophthalmology,Graefe's Archive for Clinical and Experimental Ophthalmology,0721-832X,1435-702X,Springer Science and Business Media Deutschland GmbH,4889,0.992,Medicine; Neuroscience
Orthopedics & Sports Medicine,Orthopedics and Sports Medicine,"Journal of Cachexia, Sarcopenia and Muscle",2190-5991,2190-6009,Wiley-Blackwell,565,3.416,Medicine
Orthopedics & Sports Medicine,Orthopedics and Sports Medicine,Journal of Sport and Health Science,2213-2961,2095-2546,Elsevier B.V.,638,3.197,Health Professions; Medicine
Orthopedics & Sports Medicine,Orthopedics and Sports Medicine,Arthroscopy - Journal of Arthroscopic and Related Surgery,0749-8063,1526-3231,W.B. Saunders,1181,2.219,Health Professions; Medicine
Orthopedics & Sports Medicine,Orthopedics and Sports Medicine,Journal of Arthroplasty,0883-5403,1532-8406,Elsevier B.V.,1513,1.951,Medicine
Orthopedics & Sports Medicine,Orthopedics and Sports Medicine,"Knee Surgery, Sports Traumatology, Arthroscopy",0942-2056,1433-7347,John Wiley and Sons Inc,1514,1.95,Health Professions; Medicine
Orthopedics & Sports Medicine,Orthopedics and Sports Medicine,Knee Surgery and Related Research,2234-0726,2234-2451,BioMed Central Ltd,1592,1.891,Medicine
Orthopedics & Sports Medicine,Orthopedics and Sports Medicine,EFORT Open Reviews,2058-5241,2396-7544,British Editorial Society of Bone and Joint Surgery,1773,1.776,Medicine
Orthopedics & Sports Medicine,Orthopedics and Sports Medicine,JBJS Open Access,2472-7245,,Lippincott Williams and Wilkins,1806,1.756,Medicine
Orthopedics & Sports Medicine,Orthopedics and Sports Medicine,Science and Medicine in Football,2473-3938,2473-4446,Taylor and Francis Ltd.,1931,1.691,Health Professions; Medicine
Orthopedics & Sports Medicine,Orthopedics and Sports Medicine,Sports Medicine - Open,2198-9761,,SpringerOpen,1956,1.683,Health Professions; Medicine
Orthopedics & Sports Medicine,Orthopedics and Sports Medicine,Current Reviews in Musculoskeletal Medicine,1935-9748,1935-973X,Springer,1961,1.68,Medicine
Orthopedics & Sports Medicine,Orthopedics and Sports Medicine,Biology of Sport,0860-021X,,Institute of Sport,2047,1.645,Health Professions; Medicine
Orthopedics & Sports Medicine,Orthopedics and Sports Medicine,Journal of Orthopaedic Translation,2214-031X,,Elsevier (Singapore) Pte Ltd,2057,1.641,Medicine
Orthopedics & Sports Medicine,Orthopedics and Sports Medicine,International Journal of Sports Physiology and Performance,1555-0265,1555-0273,Human Kinetics Publishers Inc.,2113,1.61,Health Professions; Medicine
Orthopedics & Sports Medicine,Orthopedics and Sports Medicine,Bone and Joint Open,2633-1462,,British Editorial Society of Bone and Joint Surgery,2337,1.517,Medicine
Otolaryngology,Otorhinolaryngology,Ear and Hearing,1538-4667,0196-0202,Lippincott Williams and Wilkins Ltd.,3821,1.152,Health Professions; Medicine
Otolaryngology,Otorhinolaryngology,Trends in Hearing,2331-2165,,SAGE Publications Inc.,4133,1.101,Health Professions; Medicine
Otolaryngology,Otorhinolaryngology,Laryngoscope,1531-4995,0023-852X,Wiley-Blackwell,4601,1.029,Medicine
Otolaryngology,Otorhinolaryngology,Journal of Vestibular Research: Equilibrium and Orientation,0957-4271,1878-6464,SAGE Publications Ltd,4755,1.009,Medicine; Neuroscience
Otolaryngology,Otorhinolaryngology,Head and Neck Pathology,1936-055X,1936-0568,Humana Press,4928,0.987,Medicine
Otolaryngology,Otorhinolaryngology,Otolaryngology - Head and Neck Surgery,1097-6817,0194-5998,John Wiley and Sons Inc,4932,0.987,Medicine
Otolaryngology,Otorhinolaryngology,Dysphagia,0179-051X,1432-0460,Springer New York,5187,0.958,Health Professions; Medicine
Otolaryngology,Otorhinolaryngology,Clinical and Experimental Otorhinolaryngology,1976-8710,2005-0720,Korean Society of Otolaryngology,5600,0.91,Medicine
Otolaryngology,Otorhinolaryngology,JARO - Journal of the Association for Research in Otolaryngology,1438-7573,1525-3961,Springer New York,5962,0.873,Medicine; Neuroscience
Otolaryngology,Otorhinolaryngology,Otology and Neurotology,1537-4505,1531-7129,Lippincott Williams and Wilkins,6046,0.866,Medicine; Neuroscience
Otolaryngology,Otorhinolaryngology,Head and Neck,1097-0347,1043-3074,John Wiley &amp; Sons Inc.,6407,0.832,Medicine
Otolaryngology,Otorhinolaryngology,Journal of Otolaryngology - Head and Neck Surgery,1916-0216,1916-0208,SAGE Publications Inc.,6680,0.809,Medicine
Otolaryngology,Otorhinolaryngology,European Archives of Oto-Rhino-Laryngology,0937-4477,1434-4726,Springer Science and Business Media Deutschland GmbH,6929,0.787,Medicine
Otolaryngology,Otorhinolaryngology,World Journal of Otorhinolaryngology - Head and Neck Surgery,2589-1081,2095-8811,John Wiley and Sons Inc,7417,0.749,Medicine
Otolaryngology,Otorhinolaryngology,Sleep and Breathing,1522-1709,1520-9512,Springer Verlag,7669,0.731,Medicine
Pathology,Pathology and Forensic Medicine,Modern Pathology,1530-0285,0893-3952,Elsevier B.V.,1026,2.4,Medicine
Pathology,Pathology and Forensic Medicine,Journal of Pathology,1096-9896,0022-3417,John Wiley and Sons Ltd,1246,2.16,Medicine
Pathology,Histology,Neuropathology and Applied Neurobiology,0305-1846,1365-2990,Wiley-Blackwell Publishing Ltd,2151,1.593,Medicine; Neuroscience
Pathology,Pathology and Forensic Medicine,Journal of Pathology: Clinical Research,2056-4538,,Wiley-Blackwell Publishing Ltd,2330,1.521,Medicine
Pathology,Histology,European Journal of Cell Biology,1618-1298,0171-9335,Elsevier GmbH,2412,1.491,"Biochemistry, Genetics and Molecular Biology; Medicine"
Pathology,Histology,Histopathology,1365-2559,0309-0167,Wiley-Blackwell Publishing Ltd,2443,1.481,Medicine
Pathology,Pathology and Forensic Medicine,Pathologica,0031-2983,1591-951X,Pacini Editore Srl,2488,1.469,Medicine
Pathology,Pathology and Forensic Medicine,American Journal of Pathology,0002-9440,1525-2191,Elsevier Inc.,3032,1.313,Medicine
Pathology,Pathology and Forensic Medicine,Laboratory Investigation,1530-0307,0023-6837,Elsevier B.V.,3285,1.254,"Biochemistry, Genetics and Molecular Biology; Medicine"
Pathology,Histology,Cell and Tissue Research,1432-0878,0302-766X,Springer Science and Business Media Deutschland GmbH,3658,1.179,"Biochemistry, Genetics and Molecular Biology; Medicine"
Pathology,Histology,Adipocyte,2162-3945,2162-397X,Taylor and Francis Ltd.,4222,1.084,"Biochemistry, Genetics and Molecular Biology; Medicine"
Pathology,Pathology and Forensic Medicine,Human Pathology,1532-8392,0046-8177,W.B. Saunders,4571,1.033,Medicine
Pathology,Pathology and Forensic Medicine,Pathology,1465-3931,0031-3025,Elsevier B.V.,4779,1.007,Medicine
Pathology,Histology,World Journal of Stem Cells,1948-0210,,Baishideng Publishing Group,4858,0.996,"Biochemistry, Genetics and Molecular Biology; Medicine"
Pathology,Pathology and Forensic Medicine,Seminars in Diagnostic Pathology,1930-1111,0740-2570,W.B. Saunders,5215,0.956,Medicine
Pediatrics,"Pediatrics, Perinatology and Child Health",JAMA Pediatrics,2168-6211,2168-6203,American Medical Association,287,5.085,Medicine
Pediatrics,"Pediatrics, Perinatology and Child Health",Child and Adolescent Mental Health,1475-357X,1475-3588,Wiley-Blackwell Publishing Ltd,898,2.613,Medicine
Pediatrics,"Pediatrics, Perinatology and Child Health",Pediatrics,0031-4005,1098-4275,American Academy of Pediatrics,1022,2.406,Medicine
Pediatrics,"Pediatrics, Perinatology and Child Health",Journal of Adolescent Health,1054-139X,1879-1972,Elsevier Inc.,1655,1.857,Medicine
Pediatrics,"Pediatrics, Perinatology and Child Health",Journal of Cystic Fibrosis,1569-1993,1873-5010,Elsevier B.V.,1778,1.772,Medicine
Pediatrics,"Pediatrics, Perinatology and Child Health",Child and Adolescent Psychiatry and Mental Health,1753-2000,,BioMed Central Ltd,2409,1.492,Medicine
Pediatrics,"Pediatrics, Perinatology and Child Health",Academic Pediatrics,1876-2859,1876-2867,Elsevier Inc.,3021,1.316,Medicine
Pediatrics,"Pediatrics, Perinatology and Child Health",Pediatric Allergy and Immunology,1399-3038,0905-6157,Blackwell Munksgaard,3216,1.269,Immunology and Microbiology; Medicine
Pediatrics,"Pediatrics, Perinatology and Child Health",Pediatric Research,0031-3998,1530-0447,Springer Nature,3708,1.171,Medicine
Pediatrics,"Pediatrics, Perinatology and Child Health",Seminars in Fetal and Neonatal Medicine,1878-0946,1744-165X,W.B. Saunders Ltd,3777,1.16,Medicine
Pediatrics,"Pediatrics, Perinatology and Child Health",Child and Adolescent Psychiatric Clinics of North America,1056-4993,1558-0490,W.B. Saunders,4430,1.054,Medicine
Pediatrics,"Pediatrics, Perinatology and Child Health",Journal of Pediatric Psychology,0146-8693,1465-735X,Oxford University Press,4443,1.052,Medicine; Psychology
Pediatrics,"Pediatrics, Perinatology and Child Health",World Journal of Pediatrics,1708-8569,1867-0687,Zhejiang University School of Medicine Children's Hospital,4462,1.05,Medicine
Pediatrics,"Pediatrics, Perinatology and Child Health",Paediatric Respiratory Reviews,1526-0550,1526-0542,W.B. Saunders Ltd,4478,1.047,Medicine
Pediatrics,"Pediatrics, Perinatology and Child Health",World Journal of Clinical Pediatrics,2219-2808,,Baishideng Publishing Group,4699,1.017,Medicine
Pharmacology & Toxicology,Drug Discovery,Nature Reviews Drug Discovery,1474-1784,1474-1776,Nature Research,5,30.506,"Medicine; Pharmacology, Toxicology and Pharmaceutics"
Pharmacology & Toxicology,Drug Discovery,Molecular Therapy,1525-0024,1525-0016,Cell Press,419,4.008,"Biochemistry, Genetics and Molecular Biology; Medicine; Pharmacology, Toxicology and Pharmaceutics"
Pharmacology & Toxicology,Pharmacology,Pharmacology and Therapeutics,1879-016X,0163-7258,Elsevier Inc.,474,3.8,"Medicine; Pharmacology, Toxicology and Pharmaceutics"
Pharmacology & Toxicology,Pharmacology,Trends in Pharmacological Sciences,1873-3735,0165-6147,Elsevier Ltd,481,3.771,"Pharmacology, Toxicology and Pharmaceutics"
Pharmacology & Toxicology,Pharmaceutical Science,Advanced Drug Delivery Reviews,0169-409X,1872-8294,Elsevier B.V.,489,3.721,"Pharmacology, Toxicology and Pharmaceutics"
Pharmacology & Toxicology,"Pharmacology, Toxicology and Pharmaceutics (miscellaneous)",Acta Pharmaceutica Sinica B,2211-3843,2211-3835,Chinese Academy of Medical Sciences,543,3.489,"Pharmacology, Toxicology and Pharmaceutics"
Pharmacology & Toxicology,Pharmacology (medical),Drugs,0012-6667,1179-1950,,588,3.362,Medicine
Pharmacology & Toxicology,Drug Discovery,Medicinal Research Reviews,0198-6325,1098-1128,John Wiley &amp; Sons Inc.,647,3.169,"Biochemistry, Genetics and Molecular Biology; Pharmacology, Toxicology and Pharmaceutics"
Pharmacology & Toxicology,Pharmacology,Neuropsychopharmacology,0893-133X,1740-634X,Springer Nature,744,2.944,"Medicine; Pharmacology, Toxicology and Pharmaceutics"
Pharmacology & Toxicology,Pharmacology,Pharmacological Research,1043-6618,1096-1186,Academic Press,875,2.664,"Pharmacology, Toxicology and Pharmaceutics"
Pharmacology & Toxicology,Pharmaceutical Science,Journal of Controlled Release,1873-4995,0168-3659,Elsevier B.V.,976,2.47,"Pharmacology, Toxicology and Pharmaceutics"
Pharmacology & Toxicology,Pharmacology,British Journal of Pharmacology,1476-5381,0007-1188,John Wiley and Sons Inc,1069,2.344,"Pharmacology, Toxicology and Pharmaceutics"
Pharmacology & Toxicology,Drug Discovery,Emerging Microbes and Infections,2222-1751,,Taylor and Francis Ltd.,1140,2.264,"Immunology and Microbiology; Medicine; Pharmacology, Toxicology and Pharmaceutics"
Pharmacology & Toxicology,Pharmaceutical Science,Asian Journal of Pharmaceutical Sciences,1818-0876,2221-285X,Shenyang Pharmaceutical University,1152,2.251,"Pharmacology, Toxicology and Pharmaceutics"
Pharmacology & Toxicology,Pharmacology,Clinical Pharmacology and Therapeutics,1532-6535,0009-9236,Wiley-Blackwell,1283,2.127,"Medicine; Pharmacology, Toxicology and Pharmaceutics"
Philosophy,Philosophy,Nous,1468-0068,0029-4624,Wiley-Blackwell,813,2.795,Arts and Humanities
Philosophy,Philosophy,Mind,0026-4423,1460-2113,Oxford University Press,1465,1.978,Arts and Humanities
Philosophy,Philosophy,Philosophical Review,0031-8108,1558-1470,Duke University Press,1780,1.771,Arts and Humanities
Philosophy,Philosophy,Ethics,1539-297X,0014-1704,University of Chicago Press,1857,1.725,Arts and Humanities
Philosophy,Philosophy,Philosophy Compass,1747-9991,,John Wiley and Sons Inc,2293,1.533,Arts and Humanities
Philosophy,Philosophy,Nous-Supplement: Philosophical Perspectives,1758-2245,1520-8583,Wiley-Blackwell Publishing Ltd,2318,1.525,Arts and Humanities
Philosophy,Philosophy,Journal of Political Philosophy,1467-9760,0963-8016,Wiley-Blackwell Publishing Ltd,2380,1.501,Arts and Humanities; Social Sciences
Philosophy,Philosophy,Journal of Philosophical Logic,0022-3611,1573-0433,Springer Netherlands,2395,1.497,Arts and Humanities
Philosophy,Philosophy,Philosophers Imprint,1533-628X,,University of Michigan Press,2510,1.458,Arts and Humanities
Philosophy,Philosophy,Philosophical Quarterly,0031-8094,1467-9213,Oxford University Press,2741,1.388,Arts and Humanities
Philosophy,Philosophy,Australasian Journal of Philosophy,1471-6828,0004-8402,Taylor and Francis Ltd.,2793,1.374,Arts and Humanities
Philosophy,Philosophy,Philosophical Studies,0031-8116,,Springer Netherlands,2919,1.343,Arts and Humanities
Philosophy,Philosophy,Philosophical Topics,0276-2080,2154-154X,The University of Arkansas Press,3075,1.303,Arts and Humanities
Philosophy,Philosophy,Journal of Philosophy,0022-362X,1939-8549,"Journal of Philosophy, Inc.",3854,1.145,Arts and Humanities
Philosophy,Philosophy,Journal of Critical Realism,1476-7430,1572-5138,Maney Publishing,3862,1.144,Arts and Humanities
Physics,Physics and Astronomy (miscellaneous),Reviews of Modern Physics,0034-6861,1539-0756,American Physical Society,22,18.08,Physics and Astronomy
Physics,"Atomic and Molecular Physics, and Optics",Nature Nanotechnology,1748-3387,1748-3395,Nature Publishing Group,37,14.612,Chemical Engineering; Engineering; Materials Science; Physics and Astronomy
Physics,Physics and Astronomy (miscellaneous),Living Reviews in Relativity,1433-8351,2367-3613,Springer International Publishing AG,38,14.562,Physics and Astronomy
Physics,"Atomic and Molecular Physics, and Optics",Nature Photonics,1749-4885,,Nature Publishing Group,64,11.546,Materials Science; Physics and Astronomy
Physics,"Atomic and Molecular Physics, and Optics",eLight,2662-8643,2097-1710,Springer,67,11.392,Materials Science; Physics and Astronomy
Physics,Physics and Astronomy (miscellaneous),Nature Reviews Physics,2522-5820,,Springer International Publishing,88,9.803,Physics and Astronomy
Physics,Condensed Matter Physics,Annual Review of Condensed Matter Physics,1947-5454,1947-5462,Annual Reviews Inc.,89,9.795,Materials Science; Physics and Astronomy
Physics,"Atomic and Molecular Physics, and Optics",Advances in Optics and Photonics,1943-8206,,Optica Publishing Group (formerly OSA),132,7.982,Environmental Science; Physics and Astronomy
Physics,Physics and Astronomy (miscellaneous),Nature Physics,1745-2473,,Nature Publishing Group,154,7.125,Physics and Astronomy
Physics,Condensed Matter Physics,Materials Science and Engineering R: Reports,0927-796X,,Elsevier B.V.,159,7.056,Engineering; Materials Science; Physics and Astronomy
Physics,Physics and Astronomy (miscellaneous),Physical Review X,2160-3308,,American Physical Society,188,6.415,Physics and Astronomy
Physics,Condensed Matter Physics,Materials Today,1369-7021,1873-4103,Elsevier B.V.,229,5.755,Engineering; Materials Science; Physics and Astronomy
Physics,Physics and Astronomy (miscellaneous),Physics Reports,0370-1573,,Elsevier B.V.,230,5.735,Physics and Astronomy
Physics,"Atomic and Molecular Physics, and Optics",Light: Science and Applications,2047-7538,,Nature Publishing Group,293,5.018,Materials Science; Physics and Astronomy
Physics,"Atomic and Molecular Physics, and Optics",Advanced Photonics,2577-5421,,SPIE,311,4.777,Engineering; Materials Science; Physics and Astronomy
Plant & Agricultural Science,Agronomy and Crop Science,Nature Food,2662-1355,,Springer Nature,205,6.088,Agricultural and Biological Sciences
Plant & Agricultural Science,Plant Science,Nature Plants,2055-026X,2055-0278,Nature Research,307,4.815,Agricultural and Biological Sciences
Plant & Agricultural Science,Agricultural and Biological Sciences (miscellaneous),Molecular Systems Biology,1744-4292,,Springer Science and Business Media Deutschland GmbH,310,4.783,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Computer Science; Immunology and Microbiology; Mathematics; Medicine"
Plant & Agricultural Science,Agricultural and Biological Sciences (miscellaneous),Biological Reviews,1469-185X,1464-7931,Wiley-Blackwell,362,4.383,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology"
Plant & Agricultural Science,Agricultural and Biological Sciences (miscellaneous),Studies in Mycology,0166-0616,,Westerdijk Fungal Biodiversity Institute,455,3.867,Agricultural and Biological Sciences
Plant & Agricultural Science,Agricultural and Biological Sciences (miscellaneous),Biometrika,1464-3510,0006-3444,Oxford University Press,514,3.605,Agricultural and Biological Sciences; Decision Sciences; Mathematics
Plant & Agricultural Science,Plant Science,Trends in Plant Science,1360-1385,1878-4372,Elsevier Ltd,610,3.297,Agricultural and Biological Sciences
Plant & Agricultural Science,Plant Science,Current Opinion in Plant Biology,1879-0356,1369-5266,Elsevier Ltd,639,3.193,Agricultural and Biological Sciences
Plant & Agricultural Science,Agronomy and Crop Science,Plant Biotechnology Journal,1467-7644,1467-7652,Wiley-Blackwell Publishing Ltd,761,2.907,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology"
Plant & Agricultural Science,Agricultural and Biological Sciences (miscellaneous),Current Biology,1879-0445,0960-9822,Cell Press,851,2.707,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Neuroscience"
Plant & Agricultural Science,Agricultural and Biological Sciences (miscellaneous),PLoS Biology,1544-9173,1545-7885,Public Library of Science,862,2.691,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Neuroscience"
Plant & Agricultural Science,Agricultural and Biological Sciences (miscellaneous),American Journal of Agricultural Economics,1467-8276,0002-9092,John Wiley &amp; Sons Inc.,1005,2.426,"Agricultural and Biological Sciences; Economics, Econometrics and Finance"
Plant & Agricultural Science,Agricultural and Biological Sciences (miscellaneous),Physics of Life Reviews,1873-1457,1571-0645,Elsevier B.V.,1038,2.384,Agricultural and Biological Sciences; Computer Science; Physics and Astronomy
Plant & Agricultural Science,Agricultural and Biological Sciences (miscellaneous),BioScience,1525-3244,0006-3568,Oxford University Press,1053,2.365,Agricultural and Biological Sciences
Plant & Agricultural Science,Soil Science,SOIL,2199-3971,2199-398X,Copernicus Publications,1275,2.136,Agricultural and Biological Sciences
Political Science,Political Science and International Relations,American Journal of Political Science,0092-5853,1540-5907,Wiley-Blackwell Publishing Ltd,193,6.28,Social Sciences
Political Science,Political Science and International Relations,American Political Science Review,1537-5943,0003-0554,Cambridge University Press,247,5.532,Social Sciences
Political Science,Political Science and International Relations,Political Analysis,1047-1987,1476-4989,Cambridge University Press,366,4.353,Social Sciences
Political Science,Sociology and Political Science,American Sociological Review,0003-1224,1939-8271,American Sociological Association,382,4.203,Social Sciences
Political Science,Sociology and Political Science,Comparative Political Studies,1552-3829,0010-4140,SAGE Publications Inc.,386,4.169,Social Sciences
Political Science,Political Science and International Relations,World Politics,0043-8871,1086-3338,Johns Hopkins University Press,470,3.81,Social Sciences
Political Science,Political Science and International Relations,British Journal of Political Science,0007-1234,1469-2112,Cambridge University Press,525,3.563,Social Sciences
Political Science,Sociology and Political Science,Journal of Politics,1468-2508,0022-3816,University of Chicago Press,559,3.428,Social Sciences
Political Science,Sociology and Political Science,European Journal of Political Research,0304-4130,1475-6765,Wiley-Blackwell Publishing Ltd,578,3.377,Social Sciences
Political Science,Sociology and Political Science,Political Behavior,0190-9320,1573-6687,Springer New York,706,3.021,Social Sciences
Political Science,Sociology and Political Science,American Journal of Sociology,0002-9602,1537-5390,University of Chicago,808,2.811,Social Sciences
Political Science,Sociology and Political Science,Journal of Democracy,1045-5736,1086-3214,Johns Hopkins University Press,809,2.811,Social Sciences
Political Science,Political Science and International Relations,West European Politics,0140-2382,1743-9655,Routledge,831,2.753,Social Sciences
Political Science,Political Science and International Relations,Political Science Research and Methods,2049-8470,2049-8489,Cambridge University Press,844,2.724,Social Sciences
Political Science,Sociology and Political Science,Sociological Theory,0735-2751,1467-9558,SAGE Publications Ltd,935,2.527,Social Sciences
Psychiatry,Psychiatry and Mental Health,World Psychiatry,1723-8617,,Wiley-Blackwell,19,18.419,Medicine
Psychiatry,Psychiatry and Mental Health,American Journal of Psychiatry,0002-953X,1535-7228,American Psychiatric Association,271,5.27,Medicine
Psychiatry,Psychiatry and Mental Health,BMJ Mental Health,2755-9734,,BMJ Publishing Group,713,3.005,Medicine
Psychiatry,Psychiatry and Mental Health,Acta Psychiatrica Scandinavica,1600-0447,0001-690X,John Wiley and Sons Inc,953,2.506,Medicine
Psychiatry,Psychiatry and Mental Health,Current Opinion in Psychiatry,1473-6578,0951-7367,Lippincott Williams and Wilkins Ltd.,1017,2.411,Medicine
Psychiatry,Psychiatry and Mental Health,Current Psychiatry Reports,1535-1645,1523-3812,"Current Science, Inc.",1048,2.37,Medicine
Psychiatry,Psychiatry and Mental Health,Schizophrenia Bulletin,0586-7614,1745-1701,Oxford University Press,1270,2.138,Medicine
Psychiatry,Psychiatry and Mental Health,European Psychiatry,0924-9338,1778-3585,Cambridge University Press,1451,1.989,Medicine
Psychiatry,Psychiatry and Mental Health,JMIR Mental Health,2368-7959,,JMIR Publications Inc.,1610,1.882,Medicine
Psychiatry,Psychiatry and Mental Health,European Journal of Psychotraumatology,2000-8066,,Taylor and Francis Ltd.,1869,1.718,Medicine
Psychiatry,Psychiatry and Mental Health,International Journal of Eating Disorders,1098-108X,0276-3478,John Wiley and Sons Inc,1907,1.703,Medicine
Psychiatry,Psychiatry and Mental Health,International Journal of Mental Health Nursing,1445-8330,1440-0979,Wiley-Blackwell Publishing Ltd,2169,1.586,Medicine
Psychiatry,Psychiatry and Mental Health,Biological Psychiatry Global Open Science,2667-1743,,Elsevier Inc.,2361,1.508,Medicine
Psychiatry,Psychiatry and Mental Health,Society and Mental Health,2156-8731,2156-8693,SAGE Publications Inc.,2391,1.498,Medicine
Psychiatry,Psychiatry and Mental Health,International Journal of Mental Health and Addiction,1557-1882,1557-1874,Springer New York,2460,1.477,Medicine
Psychology,Psychology (miscellaneous),Annual Review of Psychology,0066-4308,1545-2085,Annual Reviews Inc.,45,13.786,Psychology
Psychology,Applied Psychology,Annual Review of Organizational Psychology and Organizational Behavior,2327-0608,,Annual Reviews Inc.,52,12.191,"Business, Management and Accounting; Psychology"
Psychology,Clinical Psychology,Annual Review of Clinical Psychology,1548-5951,1548-5943,Annual Reviews Inc.,130,8.021,Medicine; Psychology
Psychology,Clinical Psychology,Nature Reviews Psychology,2731-0574,,Nature Publishing Group,158,7.064,Psychology
Psychology,Psychology (miscellaneous),Advances in Methods and Practices in Psychological Science,2515-2459,2515-2467,SAGE Publications Inc.,164,6.947,Psychology
Psychology,Applied Psychology,Journal of Applied Psychology,1939-1854,0021-9010,American Psychological Association,171,6.803,Psychology
Psychology,Clinical Psychology,Clinical Psychology Review,1873-7811,0272-7358,Elsevier Inc.,180,6.617,Medicine; Psychology
Psychology,Psychology (miscellaneous),Qualitative Research in Psychology,1478-0895,1478-0887,Taylor and Francis Ltd.,195,6.248,Psychology
Psychology,Psychology (miscellaneous),Psychological Science in the Public Interest,2160-0031,1529-1006,SAGE Publications Inc.,218,5.852,Psychology
Psychology,Social Psychology,Personality and Social Psychology Review,1088-8683,1532-7957,SAGE Publications Inc.,252,5.493,Psychology
Psychology,Applied Psychology,Personnel Psychology,0031-5826,1744-6570,Wiley-Blackwell,260,5.414,"Business, Management and Accounting; Psychology"
